# data for liswet1-inv.mod  

param N := 100  ;

# ... solution x to forward problem  
param 	: 	x_star := 
	   1 	  0.2647497733019351
	   2 	  0.2726915195980579
	   3 	  0.2806332658941806
	   4 	  0.2885750121903033
	   5 	  0.2965167584864261
	   6 	  0.3044585047825488
	   7 	  0.3124002510786715
	   8 	  0.3203419973747942
	   9 	   0.328283743670917
	  10 	  0.3362254899670398
	  11 	  0.3441672362631625
	  12 	  0.3521089825592852
	  13 	   0.360050728855408
	  14 	  0.3679924751515307
	  15 	  0.3759342214476534
	  16 	  0.3838759677437762
	  17 	  0.3918177140398989
	  18 	  0.3997594603360216
	  19 	  0.4077012066321444
	  20 	  0.4156429529282671
	  21 	  0.4235846992243898
	  22 	  0.4315264455205126
	  23 	  0.4394681918166353
	  24 	  0.4474099381127581
	  25 	  0.4553516844088808
	  26 	  0.4632934307050035
	  27 	  0.4712351770011263
	  28 	   0.479176923297249
	  29 	  0.4871186695933717
	  30 	  0.4950604158894945
	  31 	  0.5030021621856171
	  32 	  0.5109439084817399
	  33 	  0.5188856547778626
	  34 	  0.5268274010739854
	  35 	  0.5347691473701082
	  36 	  0.5427108936662309
	  37 	  0.5506526399623537
	  38 	  0.5585943862584765
	  39 	   0.566536132554599
	  40 	  0.5744778788507218
	  41 	  0.5824196251468445
	  42 	  0.5903613714429673
	  43 	  0.5983031177390901
	  44 	  0.6062448640352128
	  45 	  0.6141866103313356
	  46 	  0.6221283566274582
	  47 	   0.630070102923581
	  48 	  0.6380118492197037
	  49 	  0.6459535955158264
	  50 	  0.6538953418119492
	  51 	   0.661837088108072
	  52 	  0.6697788344041947
	  53 	  0.6777205807003174
	  54 	  0.6856623269964401
	  55 	  0.6936040732925629
	  56 	  0.7015458195886856
	  57 	  0.7094875658848083
	  58 	  0.7174293121809311
	  59 	  0.7253710584770539
	  60 	  0.7333128047731766
	  61 	  0.7412545510692993
	  62 	   0.749196297365422
	  63 	  0.7571380436615448
	  64 	  0.7650797899576675
	  65 	  0.7730215362537902
	  66 	   0.780963282549913
	  67 	  0.7889050288460357
	  68 	  0.7968467751421584
	  69 	  0.8047885214382812
	  70 	  0.8127302677344039
	  71 	  0.8206720140305267
	  72 	  0.8286137603266494
	  73 	  0.8365555066227721
	  74 	  0.8444972529188949
	  75 	  0.8524389992150176
	  76 	  0.8603807455111403
	  77 	  0.8683224918072631
	  78 	  0.8762642381033858
	  79 	  0.8842059843995086
	  80 	  0.8921477306956314
	  81 	   0.900089476991754
	  82 	  0.9080312232878768
	  83 	  0.9159729695839994
	  84 	  0.9239147158801222
	  85 	   0.931856462176245
	  86 	  0.9397982084723677
	  87 	  0.9477399547684905
	  88 	  0.9556817010646133
	  89 	  0.9636234473607359
	  90 	  0.9715651936568586
	  91 	  0.9795069399529813
	  92 	  0.9874486862491041
	  93 	  0.9953904325452269
	  94 	    1.00333217884135
	  95 	   1.011273925137472
	  96 	   1.019215671433595
	  97 	   1.027157417729718
	  98 	   1.035099164025841
	  99 	   1.043040910321963
	 100 	   1.050982656618086
	 101 	   1.058924402914209
	 102 	   1.099482679135841 ;
 
