set S:= 1 2 3 4;

set K:= 1 2 3 4	5 6 7 8	9 10 11	12 13 14 15 16 17 18 19	20 21 22 23 24 25 26 27	28 29 30 31 32	33 34 35 36 37 38 39 40	41 42 43 44 45 46 47 48	49 50 51 52 53 54 55 56	57 58 59 60 61;

param N:=30;
param xmax:= 25;
param gmax:= 60;
param gmin:= 7;

param lambda:=
1 0.236111111	
2 0.166666667	
3 0.236111111	
4 0.138888889;

param L0:=
1 17	
2 6	
3 17	
4 5;

param b1:=
1 -0.263888889	
2 0.166666667	
3 -0.263888889	
4 0.138888889;

param b2:=
1 0.236111111	
2 -0.333333333	
3 0.236111111	
4 -0.361111111;

param b3:=
1 0.580555556	
2 0.833333333	
3 0.580555556	
4 0.694444444;

param b4:=
1 1.180555556	
2 0.233333333	
3 1.180555556	
4 0.094444444;

param b5:=
1 0.580555556	
2 0	
3 0.580555556	
4 0;

param b6:=
1 0	
2 0.333333333	
3 0	
4 0.277777778;

