set S:= 1 2 3 4;

set K:= 1 2 3 4	5 6 7 8	9 10 11	12 13 14 15 16 17 18 19	20 21 22 23 24 25 26 27	28 29 30 31 32	33 34 35 36 37 38 39 40	41 42 43 44 45 46 47 48	49 50 51 52 53 54 55 56	57 58 59 60 61 ;

param N:=30;
param xmax:= 25;
param gmax:= 60;
param gmin:= 7;

param lambda:=
1 0.0416666667	
2 0.2361111111	
3 0.0694444444	
4 0.2083333333;

param L0:=
1 3	
2 8.5	
3 5	
4 7.5;

param b1:=
1 -0.458333333
2 0.236111111
3 -0.430555556
4 0.208333333;

param b2:=
1 0.041666667
2 -0.263888889
3 0.069444444
4 -0.291666667;

param b3:=
1 -0.391666667
2 1.180555556
3 -0.252777778
4 1.041666667;

param b4:=
1 0.208333333
2 0.580555556
3 0.347222222
4 0.441666667;

param b5:=
1 0.083333333
2 0
3 0.138888889
4 0;

param b6:=
1 0
2 0.580555556
3 0
4 0.441666667;
