set S:= 1 2 3 4;

set K:= 1 2 3 4	5 6 7 8	9 10 11	12 13 14 15 16 17 18 19	20 21 22 23 24 25 26 27	28 29 30 31 32	33 34 35 36 37 38 39 40	41 42 43 44 45 46 47 48	49 50 51 52 53 54 55 56	57 58 59 60 61;

param N:=30;
param xmax:= 25;
param gmax:= 60;
param gmin:= 7;

param lambda:=
1 0.1388888889	
2 0.25	
3 0.1666666667	
4 0.2222222222;

param L0:=
1 10	
2 9	
3 12	
4 8;

param b1:=
1 -0.3611111111	
2 0.25	
3 -0.3333333333	
4 0.2222222222;

param b2:=
1 0.1388888889	
2 -0.25	
3 0.1666666667	
4 -0.2777777778;

param b3:=
1 0.0944444444	
2 1.25	
3 0.2333333333	
4 1.1111111111;

param b4:=
1 0.6944444444	
2 0.65	
3 0.8333333333	
4 0.5111111111;

param b5:=
1 0.2777777778	
2 0	
3 0.3333333333	
4 0;

param b6:=
1 0	
2 0.65	
3 0	
4 0.5111111111;
