param: P :=
5   5 4.193339e+02
5   6 -4.193339e+02
5   7 2.491451e+02
5   8 -2.491451e+02
5   9 3.559149e+01
5   10 -3.559149e+01
5   11 -6.378224e+01
5   12 6.378224e+01
5   13 -6.921206e+01
5   14 6.921206e+01
5   15 -3.790739e+01
5   16 3.790739e+01
5   17 -8.036621e+00
5   18 8.036621e+00
5   19 7.602193e+00
5   20 -7.602193e+00
5   21 1.093476e+01
5   22 -1.093476e+01
5   23 8.109036e+00
5   24 -8.109036e+00
5   25 4.027525e+00
5   26 -4.027525e+00
5   27 1.033676e+00
5   28 -1.033676e+00
5   29 -4.322138e-01
5   30 4.322138e-01
5   31 -7.978071e-01
5   32 7.978071e-01
5   33 -6.351976e-01
5   34 6.351976e-01
5   35 -3.466513e-01
5   36 3.466513e-01
5   37 -1.206425e-01
5   38 1.206425e-01
5   39 5.886620e-04
5   40 -5.886620e-04
5   41 4.141670e-02
5   42 -4.141670e-02
5   43 3.999898e-02
5   44 -3.999898e-02
5   45 2.497114e-02
5   46 -2.497114e-02
5   47 1.110561e-02
5   48 -1.110561e-02
5   49 3.016509e-03
5   50 -3.016509e-03
5   51 1.117564e-04
5   52 -1.117564e-04
5   53 -6.043737e+00
5   54 6.043737e+00
5   55 2.235153e+00
5   56 -2.235153e+00
5   57 4.254598e+00
5   58 -4.254598e+00
5   59 2.555025e+00
5   60 -2.555025e+00
5   61 3.241743e-01
5   62 -3.241743e-01
5   63 -9.545918e-01
5   64 9.545918e-01
5   65 -1.200222e+00
5   66 1.200222e+00
5   67 -8.800035e-01
5   68 8.800035e-01
5   69 -4.398219e-01
5   70 4.398219e-01
5   71 -1.131190e-01
5   72 1.131190e-01
5   73 5.035945e-02
5   74 -5.035945e-02
5   75 9.279344e-02
5   76 -9.279344e-02
5   77 7.510810e-02
5   78 -7.510810e-02
5   79 4.199296e-02
5   80 -4.199296e-02
5   81 1.532953e-02
5   82 -1.532953e-02
5   83 5.750630e-04
5   84 -5.750630e-04
5   85 -4.697742e-03
5   86 4.697742e-03
5   87 -4.796044e-03
5   88 4.796044e-03
5   89 -3.093501e-03
5   90 3.093501e-03
5   91 -1.399744e-03
5   92 1.399744e-03
5   93 -3.242200e-04
5   94 3.242200e-04
5   95 1.542350e-04
5   96 -1.542350e-04
5   97 2.599431e-04
5   98 -2.599431e-04
5   99 1.998764e-04
5   100 -1.998764e-04
5   101 9.478202e-05
5   102 -9.478202e-05
5   103 -1.198059e-05
5   104 1.198059e-05
6   5 -4.193339e+02
6   6 4.193339e+02
6   7 -2.491451e+02
6   8 2.491451e+02
6   9 -3.559149e+01
6   10 3.559149e+01
6   11 6.378224e+01
6   12 -6.378224e+01
6   13 6.921206e+01
6   14 -6.921206e+01
6   15 3.790739e+01
6   16 -3.790739e+01
6   17 8.036621e+00
6   18 -8.036621e+00
6   19 -7.602193e+00
6   20 7.602193e+00
6   21 -1.093476e+01
6   22 1.093476e+01
6   23 -8.109036e+00
6   24 8.109036e+00
6   25 -4.027525e+00
6   26 4.027525e+00
6   27 -1.033676e+00
6   28 1.033676e+00
6   29 4.322138e-01
6   30 -4.322138e-01
6   31 7.978071e-01
6   32 -7.978071e-01
6   33 6.351976e-01
6   34 -6.351976e-01
6   35 3.466513e-01
6   36 -3.466513e-01
6   37 1.206425e-01
6   38 -1.206425e-01
6   39 -5.886620e-04
6   40 5.886620e-04
6   41 -4.141670e-02
6   42 4.141670e-02
6   43 -3.999898e-02
6   44 3.999898e-02
6   45 -2.497114e-02
6   46 2.497114e-02
6   47 -1.110561e-02
6   48 1.110561e-02
6   49 -3.016509e-03
6   50 3.016509e-03
6   51 -1.117564e-04
6   52 1.117564e-04
6   53 6.043737e+00
6   54 -6.043737e+00
6   55 -2.235153e+00
6   56 2.235153e+00
6   57 -4.254598e+00
6   58 4.254598e+00
6   59 -2.555025e+00
6   60 2.555025e+00
6   61 -3.241743e-01
6   62 3.241743e-01
6   63 9.545918e-01
6   64 -9.545918e-01
6   65 1.200222e+00
6   66 -1.200222e+00
6   67 8.800035e-01
6   68 -8.800035e-01
