data;
param N := 99;
param w (tr)
:       1         2         3         4         5         6         7       :=
1    1.60921    .         .         .         .         .         .
2    1.18987   1.66521    .         .         .         .         .
3    1.92189   1.57581   1.59017    .         .         .         .
4    1.95716   1.94202   1.20309   1.48673    .         .         .
5    1.10573   1.36352   1.25364   1.03993   1.05718    .         .
6    1.71411   1.00309   1.53234   1.65443   1.31205   1.61913    .
7    1.55153   1.7556    1.16675   1.47812   1.14553   1.4202    1.39068
8    1.26314   1.4501    1.02714   1.3129    1.31049   1.08635   1.06742
9    1.3496    1.17012   1.33271   1.60368   1.78829   1.83462   1.142
10   1.40725   1.78775   1.80595   1.39028   1.50973   1.74724   1.61039
11    .        1.83781   1.64052   1.95705   1.26487   1.84586   1.84618
12    .         .        1.75437   1.5922    1.78629   1.40071   1.82323
13    .         .         .        1.7603    1.67562   1.52464   1.29914
14    .         .         .         .        1.25976   1.97983   1.80772
15    .         .         .         .         .        1.94204   1.4699
16    .         .         .         .         .         .        1.12591

:       8         9        10        11        12        13        14       :=
8    1.39601    .         .         .         .         .         .
9    1.06703   1.80312    .         .         .         .         .
10   1.80687   1.54758   1.7022     .         .         .         .
11   1.23714   1.41978   1.725     1.54254    .         .         .
12   1.00214   1.30271   1.58136   1.52097   1.00254    .         .
13   1.69482   1.41621   1.64723   1.33819   1.4689    1.12881    .
14   1.46791   1.53399   1.21833   1.01314   1.81409   1.7132    1.57773
15   1.83107   1.7249    1.4425    1.15988   1.88061   1.7041    1.72136
16   1.14648   1.86675   1.77479   1.36456   1.67186   1.81694   1.10361
17   1.32979   1.49541   1.11243   1.39519   1.10398   1.48245   1.96289
18    .        1.50223   1.83886   1.98422   1.42762   1.13828   1.83513
19    .         .        1.80536   1.9544    1.01713   1.21117   1.06722
20    .         .         .        1.98793   1.50668   1.5138    1.18086
21    .         .         .         .        1.48697   1.53562   1.66655
22    .         .         .         .         .        1.1886    1.73881
23    .         .         .         .         .         .        1.7363

:      15        16        17        18        19        20        21       :=
15   1.61575    .         .         .         .         .         .
16   1.91066   1.85638    .         .         .         .         .
17   1.2051    1.40409   1.1022     .         .         .         .
18   1.89814   1.30453   1.35522   1.02876    .         .         .
19   1.78857   1.97641   1.80712   1.19462   1.54847    .         .
20   1.55057   1.96076   1.16471   1.17226   1.54489   1.50142    .
21   1.9851    1.96155   1.73344   1.45195   1.37942   1.41562   1.24004
22   1.76641   1.96506   1.5723    1.34861   1.54178   1.43298   1.21972
23   1.90738   1.0273    1.39679   1.13251   1.28988   1.17238   1.00779
24   1.46564   1.4533    1.84685   1.32891   1.15668   1.58618   1.80076
25    .        1.98206   1.01602   1.34207   1.14436   1.99915   1.00795
26    .         .        1.45244   1.04358   1.49837   1.68815   1.38588
27    .         .         .        1.62249   1.7176    1.01889   1.21097
28    .         .         .         .        1.145     1.31841   1.65351
29    .         .         .         .         .        1.05612   1.80306
30    .         .         .         .         .         .        1.97982

:      22        23        24        25        26        27        28       :=
22   1.50113    .         .         .         .         .         .
23   1.50509   1.15029    .         .         .         .         .
24   1.72073   1.87114   1.60895    .         .         .         .
25   1.53168   1.50907   1.43579   1.7539     .         .         .
26   1.70332   1.85949   1.36879   1.90207   1.03413    .         .
27   1.49497   1.48459   1.0309    1.98163   1.48361   1.37146    .
28   1.41101   1.54347   1.23761   1.67856   1.65965   1.96981   1.19317
29   1.25446   1.76224   1.56459   1.08372   1.52224   1.38617   1.39761
30   1.76852   1.97823   1.86096   1.34378   1.17918   1.55788   1.07876
31   1.03751   1.57151   1.88325   1.66389   1.79806   1.55482   1.37524
32    .        1.80824   1.73542   1.59237   1.35303   1.37972   1.45074
33    .         .        1.45118   1.62307   1.18314   1.83421   1.53358
34    .         .         .        1.03159   1.70483   1.92777   1.23615
35    .         .         .         .        1.87995   1.27423   1.24526
36    .         .         .         .         .        1.63248   1.05837
37    .         .         .         .         .         .        1.57425

:      29        30        31        32        33        34        35       :=
29   1.04677    .         .         .         .         .         .
30   1.74812   1.75325    .         .         .         .         .
31   1.07339   1.73015   1.56261    .         .         .         .
32   1.11038   1.94865   1.74382   1.88621    .         .         .
33   1.01024   1.843     1.57352   1.86029   1.18601    .         .
34   1.91359   1.86999   1.83982   1.06339   1.29722   1.62238    .
35   1.61448   1.57866   1.79685   1.68572   1.37075   1.97067   1.30282
36   1.29859   1.64085   1.34409   1.08699   1.10174   1.19311   1.56255
37   1.01494   1.03852   1.10145   1.97136   1.61125   1.70139   1.34181
38   1.88128   1.10959   1.32092   1.85305   1.54377   1.65039   1.14939
39    .        1.72486   1.97904   1.17092   1.45414   1.08984   1.07713
40    .         .        1.95362   1.10891   1.18729   1.05288   1.60325
41    .         .         .        1.09663   1.44487   1.29705   1.29313
42    .         .         .         .        1.52088   1.53677   1.70336
43    .         .         .         .         .        1.74332   1.28809
44    .         .         .         .         .         .        1.02937

:      36        37        38        39        40        41        42       :=
36   1.2206     .         .         .         .         .         .
37   1.65616   1.20424    .         .         .         .         .
38   1.67266   1.19669   1.49834    .         .         .         .
39   1.65957   1.40906   1.72977   1.58187    .         .         .
40   1.17767   1.84649   1.24084   1.538     1.51356    .         .
41   1.47958   1.75104   1.36463   1.84753   1.90244   1.39593    .
42   1.58823   1.23165   1.18502   1.17157   1.29851   1.8884    1.13793
43   1.87006   1.67983   1.12246   1.53708   1.90019   1.22863   1.67989
44   1.73537   1.91954   1.13921   1.63216   1.88004   1.42199   1.33677
45   1.04254   1.78409   1.71555   1.13413   1.06082   1.83587   1.01697
46    .        1.46116   1.38906   1.86577   1.5884    1.93932   1.50638
47    .         .        1.66272   1.25533   1.22553   1.29021   1.78159
48    .         .         .        1.83947   1.3872    1.46236   1.09257
49    .         .         .         .        1.41754   1.51497   1.0252
50    .         .         .         .         .        1.25277   1.2366
51    .         .         .         .         .         .        1.09905

:      43        44        45        46        47        48        49       :=
43   1.1233     .         .         .         .         .         .
44   1.80871   1.00024    .         .         .         .         .
45   1.84494   1.47372   1.64358    .         .         .         .
46   1.99169   1.27084   1.22464   1.10065    .         .         .
47   1.83439   1.7937    1.28346   1.37753   1.26563    .         .
48   1.51523   1.33268   1.37859   1.02868   1.67107   1.76301    .
49   1.18739   1.53798   1.93944   1.70143   1.08096   1.42233   1.22729
50   1.43341   1.51279   1.84585   1.25266   1.08382   1.5499    1.24988
51   1.91367   1.56447   1.16975   1.71997   1.82909   1.73438   1.57719
52   1.44932   1.58658   1.69499   1.05892   1.21732   1.66232   1.58501
53    .        1.35785   1.79993   1.5851    1.57474   1.56424   1.37045
54    .         .        1.14428   1.82537   1.84666   1.77207   1.06557
55    .         .         .        1.45088   1.25408   1.25239   1.24635
56    .         .         .         .        1.87458   1.98261   1.07584
57    .         .         .         .         .        1.10343   1.91786
58    .         .         .         .         .         .        1.8082

:      50        51        52        53        54        55        56       :=
50   1.2787     .         .         .         .         .         .
51   1.421     1.90988    .         .         .         .         .
52   1.65673   1.28209   1.97846    .         .         .         .
53   1.85187   1.08007   1.46895   1.23788    .         .         .
54   1.12201   1.50141   1.81724   1.40635   1.1006     .         .
55   1.37528   1.21542   1.96431   1.19274   1.5247    1.6245     .
56   1.74578   1.54422   1.73233   1.71466   1.68351   1.68536   1.16452
57   1.99253   1.38893   1.68851   1.25441   1.92627   1.18341   1.9679
58   1.83932   1.74971   1.81524   1.69975   1.71779   1.4939    1.32198
59   1.90416   1.2174    1.40069   1.33305   1.57502   1.71003   1.58789
60    .        1.82412   1.21192   1.17668   1.47727   1.58469   1.9393
61    .         .        1.78269   1.49051   1.80243   1.01223   1.36242
62    .         .         .        1.3302    1.20086   1.48511   1.03374
63    .         .         .         .        1.24965   1.90241   1.31375
64    .         .         .         .         .        1.81916   1.46335
65    .         .         .         .         .         .        1.40725

:      57        58        59        60        61        62        63       :=
57   1.3215     .         .         .         .         .         .
58   1.65739   1.18484    .         .         .         .         .
59   1.38538   1.11831   1.67718    .         .         .         .
60   1.76513   1.81269   1.4104    1.05038    .         .         .
61   1.24336   1.90947   1.38748   1.57826   1.15028    .         .
62   1.72094   1.9458    1.27726   1.57716   1.61887   1.18163    .
63   1.97015   1.84025   1.79943   1.7499    1.3377    1.41652   1.61212
64   1.37983   1.73593   1.772     1.08184   1.0998    1.62021   1.58248
65   1.48619   1.11511   1.26052   1.09869   1.28708   1.24328   1.78004
66   1.87191   1.06095   1.6636    1.68904   1.14463   1.90633   1.09344
67    .        1.01314   1.23711   1.44366   1.42797   1.87247   1.55645
68    .         .        1.95159   1.26037   1.08573   1.98531   1.45223
69    .         .         .        1.33225   1.09954   1.50086   1.50936
70    .         .         .         .        1.59233   1.13681   1.95694
71    .         .         .         .         .        1.45075   1.56154
72    .         .         .         .         .         .        1.77517

:      64        65        66        67        68        69        70       :=
64   1.70017    .         .         .         .         .         .
65   1.31609   1.41909    .         .         .         .         .
66   1.59923   1.43958   1.12479    .         .         .         .
67   1.00841   1.66159   1.35761   1.78744    .         .         .
68   1.63949   1.79187   1.36425   1.31902   1.32455    .         .
69   1.85741   1.86646   1.74587   1.46301   1.19368   1.79247    .
70   1.65396   1.3897    1.14391   1.95719   1.67394   1.96184   1.7154
71   1.90643   1.20294   1.11816   1.30417   1.55629   1.94766   1.85305
72   1.29825   1.96755   1.53905   1.50969   1.24944   1.41948   1.71194
73   1.10781   1.39163   1.97583   1.70632   1.72838   1.00205   1.64841
74    .        1.82966   1.86702   1.41509   1.4455    1.54266   1.3672
75    .         .        1.91346   1.7359    1.64468   1.20832   1.6694
76    .         .         .        1.8304    1.21675   1.42119   1.42085
77    .         .         .         .        1.79252   1.61706   1.82126
78    .         .         .         .         .        1.93752   1.67756
79    .         .         .         .         .         .        1.58722

:      71        72        73        74        75        76        77       :=
71   1.01249    .         .         .         .         .         .
72   1.93495   1.89552    .         .         .         .         .
73   1.42736   1.39434   1.98793    .         .         .         .
74   1.258     1.34859   1.01431   1.62698    .         .         .
75   1.26202   1.82037   1.43794   1.58406   1.73695    .         .
76   1.16148   1.34105   1.71695   1.57439   1.07214   1.90178    .
77   1.99823   1.44171   1.37266   1.9448    1.47932   1.98019   1.7023
