set Nodes := A B C D E F G H I J;

set Arcs := (A,B) (B,A) (A,C) (C,A) (B,C) (C,B) (B,D) (D,B) (B,E) (E,B) (C,D) (D,C) (D,E) (E,D) (F,G) (G,F) (F,H) (H,F) (G,H) (H,G) (G,I) (I,G) (G,J) (J,G) (H,I) (I,H) (I,J) (J,I) (E,F) (F,E);

param CapCost :=
A B 112
A C 123
B C 116
B D 128
B E 130
C D 112
D E 110
B A 112
C A 123
C B 116
D B 128
E B 130
D C 112
E D 110
E F 110
F E 110
F G 112
F H 128
G H 116
G I 123
G J 130
H I 112
I J 110
G F 112
H F 128
H G 116
I G 123
J G 130
I H 112
J I 110
;

param b0Cost :=
A B 1120
A C 1230
B C 1160
B D 1280
B E 1300
C D 1120
D E 1100
B A 1120
C A 1230
C B 1160
D B 1280
E B 1300
D C 1120
E D 1100
E F 1100
F E 1100
F G 1120
F H 1280
G H 1160
G I 1230
G J 1300
H I 1120
I J 1100
G F 1120
H F 1280
H G 1160
I G 1230
J G 1300
I H 1120
J I 1100
;

param FCost:
A     B     C     D     E     F     G     H     I     J   :=
A 0.00 1120.00 615.00 1340.00 725.00 2340.00 835.00 890.00 1890.00 2850.00
B 1120.00 0.00 1740.00 640.00 1300.00 2130.00 1540.00 2490.00 2670.00 1800.00
C 615.00 1740.00 0.00 560.00 1875.00 2070.00 2115.00 1540.00 2505.00 850.00
D 1340.00 640.00 560.00 0.00 1650.00 1240.00 2070.00 1420.00 2340.00 800.00
E 725.00 1300.00 1875.00 1650.00 0.00 550.00 1875.00 1950.00 725.00 2250.00
F 2340.00 2130.00 2070.00 1240.00 550.00 0.00 560.00 640.00 670.00 1400.00
G 835.00 1540.00 2115.00 2070.00 1875.00 560.00 0.00 1740.00 1845.00 1950.00
H 890.00 2490.00 1540.00 1420.00 1950.00 640.00 1740.00 0.00 1120.00 1200.00
I 1890.00 2670.00 2505.00 2340.00 725.00 670.00 1845.00 1120.00 0.00 550.00
J 2850.00 1800.00 850.00 800.00 2250.00 1400.00 1950.00 1200.00 550.00 0.00
;

param Demand:
A     B     C     D     E     F     G     H     I     J   :=
A  0   2.03 2.13 2.50 2.13 2.47 2.41 2.11 2.16 2.54
B 2.03  0   2.09 2.46 2.45 2.66 2.57 2.27 2.11 2.67
C 2.13 2.09  0   2.11 1.54 1.91 2.26 2.27 1.31 2.53
D 2.50 2.46 2.11  0   2.40 2.43 1.98 2.24 2.45 1.96
E 2.13 2.45 1.54 2.40  0   2.24 2.18 2.13 2.23 2.40
F 2.47 2.66 1.91 2.43 2.24  0   2.46 2.68 1.88 2.26
G 2.41 2.57 2.26 1.98 2.18 2.46  0   2.25 2.79 2.61
H 2.11 2.27 2.27 2.24 2.13 2.68 2.25  0   2.86 1.68
I 2.16 2.11 1.31 2.45 2.23 1.88 2.79 2.86  0   2.56
J 2.54 2.67 2.53 1.96 2.40 2.26 2.61 1.68 2.56  0
;

param M := 170.76 ;
