set Nodes := A B C D E F G H I J;

set Arcs := (A,B) (B,A) (A,C) (C,A) (B,C) (C,B) (B,D) (D,B) (B,E) (E,B) (C,D) (D,C) (D,E) (E,D) (F,G) (G,F) (F,H) (H,F) (G,H) (H,G) (G,I) (I,G) (G,J) (J,G) (H,I) (I,H) (I,J) (J,I) (E,F) (F,E);

param CapCost :=
A B 112
A C 123
B C 116
B D 128
B E 130
C D 112
D E 110
B A 112
C A 123
C B 116
D B 128
E B 130
D C 112
E D 110
E F 110
F E 110
F G 112
F H 128
G H 116
G I 123
G J 130
H I 112
I J 110
G F 112
H F 128
H G 116
I G 123
J G 130
I H 112
J I 110
;

param b0Cost :=
A B 1120
A C 1230
B C 1160
B D 1280
B E 1300
C D 1120
D E 1100
B A 1120
C A 1230
C B 1160
D B 1280
E B 1300
D C 1120
E D 1100
E F 1100
F E 1100
F G 1120
F H 1280
G H 1160
G I 1230
G J 1300
H I 1120
I J 1100
G F 1120
H F 1280
H G 1160
I G 1230
J G 1300
I H 1120
J I 1100
;

param FCost:
A     B     C     D     E     F     G     H     I     J   :=
A 0.00 1120.00 615.00 1340.00 1450.00 2340.00 835.00 1780.00 945.00 1900.00
B 1120.00 0.00 580.00 1280.00 1950.00 2130.00 1540.00 1660.00 1780.00 1800.00
C 615.00 580.00 0.00 1120.00 1250.00 1380.00 2115.00 1540.00 2505.00 850.00
D 1340.00 1280.00 1120.00 0.00 550.00 620.00 2070.00 1420.00 2340.00 1600.00
E 1450.00 1950.00 1250.00 550.00 0.00 550.00 625.00 1300.00 725.00 2250.00
F 2340.00 2130.00 1380.00 620.00 550.00 0.00 1120.00 640.00 2010.00 1400.00
G 835.00 1540.00 2115.00 2070.00 625.00 1120.00 0.00 1160.00 1230.00 1950.00
H 1780.00 1660.00 1540.00 1420.00 1300.00 640.00 1160.00 0.00 1120.00 1800.00
I 945.00 1780.00 2505.00 2340.00 725.00 2010.00 1230.00 1120.00 0.00 1650.00
J 1900.00 1800.00 850.00 1600.00 2250.00 1400.00 1950.00 1800.00 1650.00 0.00
;

param Demand:
A     B     C     D     E     F     G     H     I     J   :=
A  0   2.28 1.60 1.72 2.40 1.70 2.21 2.28 2.43 2.48
B 2.28  0   2.18 2.57 2.21 2.32 2.46 2.32 2.20 2.29
C 1.60 2.18  0   2.48 2.65 2.07 2.24 2.00 2.37 2.47
D 1.72 2.57 2.48  0   1.81 2.11 2.15 2.53 2.53 2.18
E 2.40 2.21 2.65 1.81  0   2.20 2.23 2.21 2.28 2.20
F 1.70 2.32 2.07 2.11 2.20  0   2.50 2.32 2.63 1.92
G 2.21 2.46 2.24 2.15 2.23 2.50  0   1.99 1.95 2.54
H 2.28 2.32 2.00 2.53 2.21 2.32 1.99  0   2.36 1.65
I 2.43 2.20 2.37 2.53 2.28 2.63 1.95 2.36  0   2.41
J 2.48 2.29 2.47 2.18 2.20 1.92 2.54 1.65 2.41  0
;

param M := 170.76 ;
