set Nodes := A B C D E F G H I J;

set Arcs := (A,B) (B,A) (A,C) (C,A) (B,C) (C,B) (B,D) (D,B) (B,E) (E,B) (C,D) (D,C) (D,E) (E,D) (F,G) (G,F) (F,H) (H,F) (G,H) (H,G) (G,I) (I,G) (G,J) (J,G) (H,I) (I,H) (I,J) (J,I) (E,F) (F,E);

param CapCost :=
A B 112
A C 123
B C 116
B D 128
B E 130
C D 112
D E 110
B A 112
C A 123
C B 116
D B 128
E B 130
D C 112
E D 110
E F 110
F E 110
F G 112
F H 128
G H 116
G I 123
G J 130
H I 112
I J 110
G F 112
H F 128
H G 116
I G 123
J G 130
I H 112
J I 110
;

param b0Cost :=
A B 1120
A C 1230
B C 1160
B D 1280
B E 1300
C D 1120
D E 1100
B A 1120
C A 1230
C B 1160
D B 1280
E B 1300
D C 1120
E D 1100
E F 1100
F E 1100
F G 1120
F H 1280
G H 1160
G I 1230
G J 1300
H I 1120
I J 1100
G F 1120
H F 1280
H G 1160
I G 1230
J G 1300
I H 1120
J I 1100
;

param FCost:
A     B     C     D     E     F     G     H     I     J   :=
A 0.00 560.00 1845.00 670.00 725.00 1560.00 835.00 890.00 2835.00 950.00
B 560.00 0.00 1740.00 1280.00 1300.00 1420.00 2310.00 2490.00 2670.00 1800.00
C 1845.00 1740.00 0.00 1680.00 625.00 1380.00 2115.00 770.00 2505.00 2550.00
D 670.00 1280.00 1680.00 0.00 1650.00 1240.00 1380.00 710.00 2340.00 800.00
E 725.00 1300.00 625.00 1650.00 0.00 1100.00 1875.00 650.00 725.00 750.00
F 1560.00 1420.00 1380.00 1240.00 1100.00 0.00 1680.00 1280.00 670.00 700.00
G 835.00 2310.00 2115.00 1380.00 1875.00 1680.00 0.00 1740.00 615.00 1950.00
H 890.00 2490.00 770.00 710.00 650.00 1280.00 1740.00 0.00 1680.00 1800.00
I 2835.00 2670.00 2505.00 2340.00 725.00 670.00 615.00 1680.00 0.00 550.00
J 950.00 1800.00 2550.00 800.00 750.00 700.00 1950.00 1800.00 550.00 0.00
;

param Demand:
A     B     C     D     E     F     G     H     I     J   :=
A  0   2.68 2.94 2.72 2.87 2.51 2.70 2.58 2.88 2.25
B 2.68  0   2.74 2.73 3.18 2.74 3.00 3.04 2.45 2.75
C 2.94 2.74  0   2.47 2.63 2.89 2.56 2.26 2.78 2.87
D 2.72 2.73 2.47  0   2.63 2.38 2.44 2.70 2.86 2.90
E 2.87 3.18 2.63 2.63  0   2.97 2.70 2.59 2.51 2.84
F 2.51 2.74 2.89 2.38 2.97  0   2.72 3.29 2.43 2.79
G 2.70 3.00 2.56 2.44 2.70 2.72  0   2.75 2.90 2.46
H 2.58 3.04 2.26 2.70 2.59 3.29 2.75  0   3.37 2.91
I 2.88 2.45 2.78 2.86 2.51 2.43 2.90 3.37  0   2.91
J 2.25 2.75 2.87 2.90 2.84 2.79 2.46 2.91 2.91  0
;

param M := 176.85 ;
